anime_id,name,genre,type,episodes,rating,members,name-ru,src,srcset
3600,sengokukitanyoutouden,"Action, Demons, Martial Arts",OVA,3,6.2,982,Принцесса-рыцарь (1999),https://desu.shikimori.me/uploads/poster/animes/14249/main_alt-6d3cd5cbd7389e10cd28c8121e6a8f9c.jpeg,https://desu.shikimori.me/uploads/poster/animes/14249/main_alt_2x-8d84ce1296a73abba97361d58fe0c4c3.jpeg
1099,shadowskill:kurudaryuukousatsuhounohimitsu,"Adventure, Drama, Fantasy, Shounen",OVA,1,6.2,1449,Искусство тени: Секрет стиля Куруда,https://desu.shikimori.me/uploads/poster/animes/1099/preview_alt-4d5b7c51c9bb45e08eb71d1c6d46ec3f.jpeg,https://desu.shikimori.me/uploads/poster/animes/1099/preview_alt_2x-9347d40985bd77b4e7931cbd8858a9c5.jpeg
31402,soulworker:yourdestinyawaits,"Action, Fantasy, Sci-Fi",ONA,5,6.2,430,Между небом и морем,https://desu.shikimori.me/uploads/poster/animes/36000/preview_alt-09410dbae9d6fc2ed35f9c7484b57fe7.jpeg,https://desu.shikimori.me/uploads/poster/animes/36000/preview_alt_2x-d88c849b1f97115de16d369adfe3ecfe.jpeg
2421,superkuma-san,"Comedy, Fantasy",Special,1,6.2,534,Супермедведь,https://desu.shikimori.me/uploads/poster/animes/2421/preview_alt-5dc419850301aa46e5c64fc6614a7ec9.jpeg,https://desu.shikimori.me/uploads/poster/animes/2421/preview_alt_2x-caeed5b100d8ad0bec1f27b798265301.jpeg
32816,teekyuu6specials,"Comedy, Shounen, Sports",Special,2,6.2,677,Нахальный ангел: Реклама Shounen Sunday,https://desu.shikimori.me/uploads/poster/animes/52639/main_alt-34e018d1cbca8793d6c4e1307112f00e.jpeg,https://desu.shikimori.me/uploads/poster/animes/52639/main_alt_2x-ae9f6200ff67c41c3e4748cb5d07e1e7.jpeg
13983,thermaeromae:kodairomajingauchuue,"Comedy, Seinen, Space",Special,1,6.2,749,Берсерк (2017): Воспоминания ведьмы,https://desu.shikimori.me/uploads/poster/animes/35676/preview_alt-1d65e624cc46ce9316bb3dfa9ead3914.png,https://desu.shikimori.me/uploads/poster/animes/35676/preview_alt_2x-e09bb63d696118cd1b3ca13e2bc8797f.png
11919,zokuattackeryou!kinmedalenomichi,"Romance, Sports",TV,52,6.2,340,Атакуй ещё~ Ю! Путь к золотой медали,https://desu.shikimori.me/uploads/poster/animes/11919/preview_alt-f501cf730ed2eb7547ef81419d96508b.jpeg,https://desu.shikimori.me/uploads/poster/animes/11919/preview_alt_2x-22df7848dc5475b96c93f92fcea5f9c2.jpeg
5628,21emon,"Comedy, Sci-Fi, Space",TV,39,6.19,314,21 Эмон,https://desu.shikimori.me/uploads/poster/animes/5628/preview_alt-f4c0864763349356fbaf1f801e6a0f55.jpeg,https://desu.shikimori.me/uploads/poster/animes/5628/preview_alt_2x-996a31a75ae1cf510aec414a0205d679.jpeg
2051,akaikiba:bluesonnet,"Action, Drama, Sci-Fi, Shoujo, Super Power",OVA,5,6.19,1024,Голубоглазая Соннет,https://desu.shikimori.me/uploads/poster/animes/2051/preview_alt-b260ca62cc428e4f1e3947f9de0b7300.jpeg,https://desu.shikimori.me/uploads/poster/animes/2051/preview_alt_2x-e985b722c4259c1b66d2941f3ca502e4.jpeg
3675,andromedastories,"Action, Drama, Fantasy, Sci-Fi, Space",Special,1,6.19,737,Истории Андромеды,https://desu.shikimori.me/uploads/poster/animes/3675/preview_alt-cfff6377af70f0a929806f024f42f6c2.jpeg,https://desu.shikimori.me/uploads/poster/animes/3675/preview_alt_2x-c3c60c130d18f1c4303055673f8c0971.jpeg
5673,apfellandmonogatari,"Adventure, Drama, Historical",Movie,1,6.19,818,Сказание о Яблочной Стране,https://desu.shikimori.me/uploads/poster/animes/5673/preview_alt-270d9e2dfd19f86f59990ac2988b8479.jpeg,https://desu.shikimori.me/uploads/poster/animes/5673/preview_alt_2x-6bf2ce85fdbf5673f303f8a364c78be0.jpeg
19959,barbapapa(1977),"Comedy, Fantasy, Kids",TV,48,6.19,236,Барба-папа (1977),https://desu.shikimori.me/uploads/poster/animes/19959/preview_alt-acca71ef1314b8f8d1f9ae3615188813.jpeg,https://desu.shikimori.me/uploads/poster/animes/19959/preview_alt_2x-72c59ec723ec93bdd39c411aa278d89f.jpeg
2824,barbapapasekaiwomawaru,"Adventure, Comedy",TV,50,6.19,528,Mahou no Star Magical Emi: Finale! Finale!,https://desu.shikimori.me/uploads/poster/animes/33358/preview_alt-7825b559b72efa510ccdbabcd9395400.jpeg,https://desu.shikimori.me/uploads/poster/animes/33358/preview_alt_2x-0204d30d3cbcb6a40d16349f61ca08cf.jpeg
12447,ben-topicturedrama,Comedy,Special,6,6.19,6718,Бэнто: Спецвыпуски,https://desu.shikimori.me/uploads/poster/animes/12447/preview_alt-f3f181e5e6f29ecfe91f8b2f8aaacf00.jpeg,https://desu.shikimori.me/uploads/poster/animes/12447/preview_alt_2x-ec8a7f18207f8843c6352ddc6b70fc64.jpeg
33522,chibapedal:yowamushipedaltomanabujitenshakoutsuuanzen,"Shounen, Sports",ONA,6,6.2,1867,,,
16508,ebiten:kouritsuebisugawakoukoutenmonbuspecials,"Comedy, Ecchi, Parody, School, Shounen",Special,5,6.19,2744,Я и 23 раба,https://desu.shikimori.me/uploads/poster/animes/36525/preview_alt-c14d105ff93313661179da8847bbd24d.png,https://desu.shikimori.me/uploads/poster/animes/36525/preview_alt_2x-2878a33aca663d188de327493e7bb716.png
15993,gingaekickoff!!:natsuyasumispecial,Sports,Special,1,6.19,762,,,
31454,gundam:gnoreconguista-fromthepasttothefuture,"Action, Mecha, Sci-Fi, Space",Special,1,6.2,736,Гандам: Возвращение на G — Из прошлого в будущее,https://desu.shikimori.me/uploads/poster/animes/31454/preview_alt-592c135d6c5afae7ea800be19eba6043.jpeg,https://desu.shikimori.me/uploads/poster/animes/31454/preview_alt_2x-86411474e25a9e334ecf1d149ab0d649.jpeg
29975,gunslingerstratos,"Action, Sci-Fi",ONA,1,6.19,2666,Небесный стрелок,https://desu.shikimori.me/uploads/poster/animes/29975/main_alt-1b033f067cc8bcbbe59edae2988bca63.jpeg,https://desu.shikimori.me/uploads/poster/animes/29975/main_alt_2x-8b0c46c837d1e5c5e97eaa6dcadd95ca.jpeg
3178,hengentaimayakoukaruramau!naraonryouemaki,"Action, Adventure, Demons, Fantasy, Horror, Shoujo, Supernatural",Movie,1,6.19,506,Танец Карура,https://desu.shikimori.me/uploads/poster/animes/3178/preview_alt-0e0a7b74ccf0eee34780574ee05843c0.jpeg,https://desu.shikimori.me/uploads/poster/animes/3178/preview_alt_2x-66e56c033e01620361d0f8f49f48ea49.jpeg
17887,ichirin-sha,"Action, Mecha, Sci-Fi, Seinen",ONA,1,6.19,804,Унициклист,https://desu.shikimori.me/uploads/poster/animes/17887/preview_alt-d11d8a5c10937ddfe5c3bb161e1066b6.jpeg,https://desu.shikimori.me/uploads/poster/animes/17887/preview_alt_2x-b304da697b83cac520b61e17cc69687f.jpeg
10751,kikoukaigalientova,"Action, Fantasy, Mecha, Sci-Fi",OVA,3,6.19,328,Ангелы Вуги: На веки вечные,https://desu.shikimori.me/uploads/poster/animes/17131/preview_alt-b024db4c4ecf3747e41e5636c6e39454.jpeg,https://desu.shikimori.me/uploads/poster/animes/17131/preview_alt_2x-d1742317c8be5f7aec0f27d13058eb80.jpeg
1990,mahougakuenlunar!aoiryuunohimitsu,"Comedy, Fantasy, Magic",Movie,1,6.19,833,Токийская хрюшка,https://desu.shikimori.me/uploads/poster/animes/24877/preview_alt-7c1bd22c07238979ec6b382d99e71c5e.jpeg,https://desu.shikimori.me/uploads/poster/animes/24877/preview_alt_2x-697c19e68bfad6bdd98522d3a73e602d.jpeg
9098,mobilesuitsdgundamfestival,"Action, Comedy, Fantasy, Mecha, Parody",Movie,1,6.19,913,,,
21587,mouhitotsunomiraiwo.,Sci-Fi,ONA,3,6.19,6580,Прогулки в Саге,https://desu.shikimori.me/uploads/poster/animes/32397/main_alt-6f0b722d64bb070759e815b9294bc210.jpeg,https://desu.shikimori.me/uploads/poster/animes/32397/main_alt_2x-463d86a4a57fc38c0f21226e6adbb98e.jpeg
10688,muybridgenoito,Drama,Movie,1,6.19,797,Струны Майбриджа,https://desu.shikimori.me/uploads/poster/animes/10688/preview_alt-adc06cf103f60ded2902dbb1aa728699.jpeg,https://desu.shikimori.me/uploads/poster/animes/10688/preview_alt_2x-2cdab81f01513c3cc64d839ba24c4aa7.jpeg
22031,samuraigunspecial,"Action, Historical, Seinen",Special,1,6.19,370,Самурай Ган: Спецвыпуск,https://desu.shikimori.me/uploads/poster/animes/22031/preview_alt-359244e88496c92f7747fbeb900070df.jpeg,https://desu.shikimori.me/uploads/poster/animes/22031/preview_alt_2x-740ac3a89c8b93efe0b57df83fa96570.jpeg
10869,scan2go,"Cars, Kids, Shounen, Space, Sports",TV,52,6.19,642,Скан-Ту-Гоу,https://desu.shikimori.me/uploads/poster/animes/10869/preview_alt-06be942c81dd99aef34b64d514125d7d.jpeg,https://desu.shikimori.me/uploads/poster/animes/10869/preview_alt_2x-98cfa52860eb4967ea5b3e85b2901c51.jpeg
21441,taiseikensetsu:srilankakousokudouro,Drama,Special,1,6.19,1906,,,
1452,thesamurai,"Comedy, Romance, School, Shounen",OVA,1,6.19,839,Самурай,https://desu.shikimori.me/uploads/poster/animes/1452/preview_alt-92430d9c2de3dddf8b1bb900cf705767.jpeg,https://desu.shikimori.me/uploads/poster/animes/1452/preview_alt_2x-736652ccc6506c9f5f333def9d057160.jpeg
1979,tobirawoakete(1995),"Dementia, Fantasy",OVA,1,6.19,2351,Открывая дверь,https://desu.shikimori.me/uploads/poster/animes/1979/main_alt-da060b0a359f28e8fb2524a50733aa59.jpeg,https://desu.shikimori.me/uploads/poster/animes/1979/main_alt_2x-ebf28d7fac1c776fc743febf1efe286f.jpeg
31581,tsuritama:harikittecontest,"Comedy, Sci-Fi, Slice of Life, Sports",Special,1,6.19,913,Радости рыбалки: Спецвыпуск,https://desu.shikimori.me/uploads/poster/animes/31581/preview_alt-bd58cf78dc880584ec12ad99a20b4eef.jpeg,https://desu.shikimori.me/uploads/poster/animes/31581/preview_alt_2x-22c3cc426802f4cfa074922b6dadf43e.jpeg
14359,vocaloidchinaprojectsendenanimation,"Fantasy, Music",Music,5,6.19,1582,,,
16738,woosernosonohigurashi:kentopantstowooserto,"Comedy, Fantasy, Slice of Life",Special,1,6.19,2209,Вузер сводит концы с концами: Спецвыпуск,https://desu.shikimori.me/uploads/poster/animes/16738/preview_alt-ac1e651ebde0a4b05455845b4fd352fd.jpeg,https://desu.shikimori.me/uploads/poster/animes/16738/preview_alt_2x-926ff572fdeca9f7cef8c585e070b994.jpeg
20355,zeonictoyotaspecialmovie,Cars,ONA,2,6.19,1251,Мобильный воин Гандам x Toyota,https://desu.shikimori.me/uploads/poster/animes/20355/preview_alt-7b36072c3cce89d1e2f434b8ec9b1d74.jpeg,https://desu.shikimori.me/uploads/poster/animes/20355/preview_alt_2x-55655f09e1d80dc5770b11fdf541d3da.jpeg
30137,bigorder,"Action, Shounen, Super Power",OVA,1,6.18,17237,Приказ~ изменивший мир OVA,https://desu.shikimori.me/uploads/poster/animes/30137/preview_alt-fc35b12a731319ca6ff5ec50d3231be8.jpeg,https://desu.shikimori.me/uploads/poster/animes/30137/preview_alt_2x-14ed88e77966658099aba62a5112d1e6.jpeg
7621,chuumonnoooiryouriten,"Fantasy, Horror, Supernatural",Movie,1,6.18,374,Популярный ресторан,https://desu.shikimori.me/uploads/poster/animes/7621/preview_alt-a18790a61f31bf23bdcfdcbac565295d.jpeg,https://desu.shikimori.me/uploads/poster/animes/7621/preview_alt_2x-2df87792cc9825518aa8c9fcfbd63674.jpeg
15043,haitainanafa,"Comedy, Supernatural",TV,13,6.18,5907,Привет~ Нанафа,https://desu.shikimori.me/uploads/poster/animes/15043/preview_alt-b9b536ccc8f518169fb0fb8b17cc28b5.jpeg,https://desu.shikimori.me/uploads/poster/animes/15043/preview_alt_2x-d1256cbcb2f72fddf5ec678c9147b70c.jpeg
2892,hakushondaimaou,"Comedy, Fantasy",TV,52,6.18,692,Джинн Хакусён,https://desu.shikimori.me/uploads/poster/animes/2892/preview_alt-963ecafba7ce0fb961a555c534e37287.jpeg,https://desu.shikimori.me/uploads/poster/animes/2892/preview_alt_2x-a5810d28d5941b37869f34b494ce1a29.jpeg
28093,hanawasaku:touhokunisaku,"Fantasy, Kids",Special,1,6.18,557,Цветы расцветут в Тохоку,https://desu.shikimori.me/uploads/poster/animes/28093/main_alt-be7f5d67c5ffecb33eedd449047dd99c.jpeg,https://desu.shikimori.me/uploads/poster/animes/28093/main_alt_2x-b0a31c776bd86ddfc9eb8780de774ea7.jpeg
7363,hokutonoken:legendofheroes,"Action, Martial Arts",Special,1,6.18,1906,Кулак Северной звезды: Легенда о героях,https://desu.shikimori.me/uploads/poster/animes/7363/preview_alt-0eb3167964ae403e86697b0d8054d7cf.jpeg,https://desu.shikimori.me/uploads/poster/animes/7363/preview_alt_2x-aa398b76fdb5ef87e299bd819dc449e8.jpeg
3259,lemonangel(1988),Ecchi,TV,9,6.18,567,Лимонный ангел 2,https://desu.shikimori.me/uploads/poster/animes/3259/main_alt-692e9281b4ca9f195d71c2ff7ec878a1.jpeg,https://desu.shikimori.me/uploads/poster/animes/3259/main_alt_2x-bd8bfa9f4603f279f275e20d2b0d7ab9.jpeg
19769,mahousensou,"Action, Fantasy, Magic",TV,12,6.18,104192,Магические войны,https://desu.shikimori.me/uploads/poster/animes/19769/preview_alt-60e4a18d94a43b35634894c83748532b.jpeg,https://desu.shikimori.me/uploads/poster/animes/19769/preview_alt_2x-6d1903abcfab992b64875ef4b6a9ce2f.jpeg
21013,marveldiskwars:theavengers,"Action, Kids, Super Power",TV,51,6.18,3953,Войны Марвел: Мстители,https://desu.shikimori.me/uploads/poster/animes/21013/preview_alt-7acf8ec561606c9cce232e104a4de28f.jpeg,https://desu.shikimori.me/uploads/poster/animes/21013/preview_alt_2x-2d9eb3dd89ec72632a7bd3aaaeb5997c.jpeg
545,mousoukagakuseries:wandabastyle,"Comedy, Sci-Fi",TV,12,6.18,2077,Стиль Вандаба,https://desu.shikimori.me/uploads/poster/animes/545/preview_alt-ac3fbdd17787e73e87211896c4e4a0b1.jpeg,https://desu.shikimori.me/uploads/poster/animes/545/preview_alt_2x-b4c0dc05c8bd0e0de9f527f75dea41c9.jpeg
31111,nisshinseifungroupcm,"Kids, Slice of Life",Special,3,6.18,380,«Ниссин Сэйфун Групп»,https://desu.shikimori.me/uploads/poster/animes/31111/preview_alt-8c9aee412ef8eb40a2f02496b55304eb.jpeg,https://desu.shikimori.me/uploads/poster/animes/31111/preview_alt_2x-cd0988828f707c750bf18037dd9d378c.jpeg
12393,oyakoclub,"Comedy, Slice of Life",TV,1818,6.18,160,Киборг 009: Возобновление,https://desu.shikimori.me/uploads/poster/animes/9629/preview_alt-419d1c136e0fe8a18e5f6b05c858978d.jpeg,https://desu.shikimori.me/uploads/poster/animes/9629/preview_alt_2x-c16b11e791130fe024145f20a8420d20.jpeg
8446,sai:part1/revolving...tothecore,"Fantasy, Music",Music,1,6.18,306,,,
34048,seoul-yeok,"Horror, Thriller",Movie,1,6.18,405,Станция «Сеул»,https://desu.shikimori.me/uploads/poster/animes/34048/preview_alt-cf88c9c2a0c22a1c16770e533abf3c23.jpeg,https://desu.shikimori.me/uploads/poster/animes/34048/preview_alt_2x-2e968708748bdc1b0ff4d3a7539e1796.jpeg
7004,shincalimero,Comedy,TV,52,6.18,1016,Новый Калимеро,https://desu.shikimori.me/uploads/poster/animes/7004/preview_alt-bc8f1ee650615e355b86a05bacb49cc8.jpeg,https://desu.shikimori.me/uploads/poster/animes/7004/preview_alt_2x-fea606bc0b11131b0de3180976ae0176.jpeg
989,shinshakusengokueiyuudensetsu:sanadajuuyuushi,"Historical, Military",Special,1,6.18,560,Рай Сэнгоку,https://desu.shikimori.me/uploads/poster/animes/11547/preview_alt-cefaa89aa54b03c09690473640906231.jpeg,https://desu.shikimori.me/uploads/poster/animes/11547/preview_alt_2x-4b2a0cf93562bda441ff9f84af7ddeac.jpeg
3818,soratobutoshikeikaku,"Music, Sci-Fi",Music,1,6.18,1163,,,
27677,stratos4ova:stratos4.1-dutchroll,"Action, Military, Parody, Sci-Fi",Special,1,6.18,239,Стратос 4.1 — Голландский крен,https://desu.shikimori.me/uploads/poster/animes/27677/preview_alt-b32d92e379273109ad76daf5e05a31c6.jpeg,https://desu.shikimori.me/uploads/poster/animes/27677/preview_alt_2x-bfab2bbc0b5236b8ecbfc9700c971c52.jpeg
3762,theborgman:lastbattle,"Action, Demons, Sci-Fi, Shounen",OVA,1,6.18,386,Акустический воин Боргмен: Последняя битва,https://desu.shikimori.me/uploads/poster/animes/3762/preview_alt-ab7c2c5478f9794d63eaf28763e7e289.jpeg,https://desu.shikimori.me/uploads/poster/animes/3762/preview_alt_2x-f729bcd3a01b7bb8f8d9759b701098a3.jpeg
5923,utsunomiko:heavenchapter,"Adventure, Demons, Fantasy",OVA,13,6.18,333,Уцуномико OVA,https://desu.shikimori.me/uploads/poster/animes/5923/preview_alt-070cdacec36329a1cdfdfeaea88cc057.jpeg,https://desu.shikimori.me/uploads/poster/animes/5923/preview_alt_2x-01d886b9d77d60d052b4f92092c7bdfc.jpeg
20587,ashinagaojisan,"Comedy, Drama, Shoujo",Special,1,6.17,232,Маленький динозавр Дули 2,https://desu.shikimori.me/uploads/poster/animes/17086/preview_alt-1632216ac854818be1187d2ac465d2d6.jpeg,https://desu.shikimori.me/uploads/poster/animes/17086/preview_alt_2x-9df2c0e298e7ec43328e18a211c9e08b.jpeg
25431,chainchronicle:shortanimation,"Action, Adventure, Fantasy, Magic, Shounen",OVA,8,6.17,2814,Цепные хроники OVA,https://desu.shikimori.me/uploads/poster/animes/25431/preview_alt-adae67ed0f8061a566520606929c3599.jpeg,https://desu.shikimori.me/uploads/poster/animes/25431/preview_alt_2x-f9b4d64bbf9a0a4a245c4e272d54c1c4.jpeg
310,"chiisanaobakeacchi,kocchi,socchi","Comedy, Supernatural",TV,50,6.17,1226,,,
29876,chufeng:b.e.e,"Action, Comedy, Fantasy, Mecha, Romance, School, Sci-Fi",ONA,6,6.17,11481,Юная пчёлка,https://desu.shikimori.me/uploads/poster/animes/29876/preview_alt-1024f1edb96cf3fb00b5bf212f958e3d.jpeg,https://desu.shikimori.me/uploads/poster/animes/29876/preview_alt_2x-4201051e8c244d88f914c1c77f8bebab.jpeg
5052,eightman,"Action, Drama, Mecha, Sci-Fi",TV,56,6.17,629,Восьмой,https://desu.shikimori.me/uploads/poster/animes/5052/preview_alt-37751588f0b5a4a90816e08c32a655c0.jpeg,https://desu.shikimori.me/uploads/poster/animes/5052/preview_alt_2x-d4f5609d37ede19769e6cec95fd1ac26.jpeg
19431,gokujo.:soudaonsenniikou!!,"Comedy, Ecchi, Shoujo Ai",Special,1,6.17,2288,Истории из общаги старшей школы для девочек: Эпизод 13,https://desu.shikimori.me/uploads/poster/animes/19431/preview_alt-1771024156e8cb7a4c3e8d80157482fb.jpeg,https://desu.shikimori.me/uploads/poster/animes/19431/preview_alt_2x-53d23cab1d9688f4e1ac4dc68657c153.jpeg
18953,hitotsubunikawaranuaiwokomete,"Magic, Slice of Life",ONA,1,6.17,1287,Самурай Ган,https://desu.shikimori.me/uploads/poster/animes/1167/preview_alt-e1e7f0d66563097faa1fa3e9fde3f2e3.jpeg,https://desu.shikimori.me/uploads/poster/animes/1167/preview_alt_2x-1ccd0da0dfbfcf7b6984f4d0434cf543.jpeg
25429,isuca,"Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural",TV,10,6.17,63638,Клёст,https://desu.shikimori.me/uploads/poster/animes/25429/preview_alt-04424066ed0042dc1427b4bdce80d1f4.png,https://desu.shikimori.me/uploads/poster/animes/25429/preview_alt_2x-2fb2b10f0935617ed628054cab4af43b.png
10908,kakkokawaiisengen!2,Comedy,TV,10,6.17,324,Эти чокнутые учёные,https://desu.shikimori.me/uploads/poster/animes/15391/preview_alt-9aecb4f10af4d03f69953ebb1e1ca21b.jpeg,https://desu.shikimori.me/uploads/poster/animes/15391/preview_alt_2x-055a67d8ed3184096c6f15835199f89f.jpeg
31044,kamisamaminarai:himitsunococotama,"Fantasy, Kids, Magic",TV,Unknown,6.17,1413,Подмастерье Бога: Секрет Кокотамы,https://desu.shikimori.me/uploads/poster/animes/31044/preview_alt-121af93f8afe9a01a7be4c42db76ecf8.jpeg,https://desu.shikimori.me/uploads/poster/animes/31044/preview_alt_2x-cd9949db8513870ac66a2099487ab7ef.jpeg
22847,karanokyoukai:miraifukuin-mannermovie,Drama,Movie,1,6.17,4260,,,
8316,kawasakifrontalextentaisenshisunred,"Comedy, Parody, Seinen, Sports, Super Power",Special,4,6.17,363,Чокомацу-сан: День святого Валентина,https://desu.shikimori.me/uploads/poster/animes/46735/preview_alt-086cbeb4dc91697781e5ac7c72980883.jpeg,https://desu.shikimori.me/uploads/poster/animes/46735/preview_alt_2x-ddbef7f224d675fda03869ad242d3346.jpeg
12141,kazenomatasaburou,"Fantasy, Kids, Slice of Life",OVA,1,6.17,371,Матасабуро~ парень ветров,https://desu.shikimori.me/uploads/poster/animes/12141/preview_alt-c95b0b8380082269346945c222b68cb6.jpeg,https://desu.shikimori.me/uploads/poster/animes/12141/preview_alt_2x-b72962dc26634141d069fe16a3b0c36e.jpeg
4689,kazenotoorimichi,Music,Music,1,6.17,1902,,,
28811,lastexile:doyounoasa,"Comedy, Parody, Sci-Fi",Special,3,6.17,626,Мальчик и сакура,https://desu.shikimori.me/uploads/poster/animes/31321/preview_alt-882f1dc2d5f497c7463cbbb351873bbe.jpeg,https://desu.shikimori.me/uploads/poster/animes/31321/preview_alt_2x-525122bda1d5b25d8f3465a697480f93.jpeg
624,mouse,"Action, Comedy, Ecchi, Harem, Shounen",TV,12,6.17,10979,Мышь,https://desu.shikimori.me/uploads/poster/animes/624/preview_alt-fd4083aa36fa91460652ed55b5d35356.jpeg,https://desu.shikimori.me/uploads/poster/animes/624/preview_alt_2x-c79a3271277ba9c111260f0a33007073.jpeg
5085,nakedyouth,"Romance, Shounen Ai, Slice of Life, Sports",ONA,1,6.17,4125,Обнажённая юность,https://desu.shikimori.me/uploads/poster/animes/5085/main_alt-f3655fba2730cc57d57bbf0fd2aaefec.jpeg,https://desu.shikimori.me/uploads/poster/animes/5085/main_alt_2x-4070293f2db2c7a4c6d4472009597e67.jpeg
12677,ozma,"Action, Sci-Fi",TV,6,6.17,11556,Озма,https://desu.shikimori.me/uploads/poster/animes/12677/preview_alt-b88f836ecea24975e02c646e75aff594.jpeg,https://desu.shikimori.me/uploads/poster/animes/12677/preview_alt_2x-c53566f77b82bd27295c63bf2a9f4280.jpeg
2781,saintluminousjogakuin,"Mystery, Psychological, Supernatural",TV,13,6.17,1701,Высшая школа Святого Люминеса,https://desu.shikimori.me/uploads/poster/animes/2781/preview_alt-bfcd8f2a82f9c12a13701038031a6a95.jpeg,https://desu.shikimori.me/uploads/poster/animes/2781/preview_alt_2x-d9bdd29e0a68b2133304bf8ddb56be29.jpeg
2476,schooldays,"Drama, Harem, Romance, School",TV,12,6.17,279183,Школьные дни,https://desu.shikimori.me/uploads/poster/animes/2476/preview_alt-9257a15780200c9c166974c4cdf67a1e.jpeg,https://desu.shikimori.me/uploads/poster/animes/2476/preview_alt_2x-624050bc342e4d3040fc9cbf05c55da7.jpeg
6268,sekishokuelegy,Romance,OVA,1,6.17,397,Красная элегия,https://desu.shikimori.me/uploads/poster/animes/6268/preview_alt-f44a1646b239bbe8d0fcc1b239b17ee1.jpeg,https://desu.shikimori.me/uploads/poster/animes/6268/preview_alt_2x-192b2d2e0ce6e64f91b62d770c1d46f7.jpeg
10718,solitonnoakuma,"Drama, Military, Sci-Fi",Movie,1,6.17,412,Волна ярости,https://desu.shikimori.me/uploads/poster/animes/10718/preview_alt-ba6fa9004df119011b13a918605a2555.jpeg,https://desu.shikimori.me/uploads/poster/animes/10718/preview_alt_2x-4115adab7539b922813ccd5ac740bb46.jpeg
25635,spacedandypicturedrama,"Comedy, Sci-Fi, Space",Special,2,6.17,2399,Космический Денди: Спецвыпуски,https://desu.shikimori.me/uploads/poster/animes/25635/preview_alt-b578b88dd24dbdc4235f948c707c7253.jpeg,https://desu.shikimori.me/uploads/poster/animes/25635/preview_alt_2x-a761f0c405b8cc3f079c3c9cd10745a8.jpeg
30648,stitch!:zuttosaikounotomodachispecial,"Adventure, Comedy, Kids",Special,1,6.17,189,Стич: Большое приключение озорных инопланетян — Ещё один брат по разуму,https://desu.shikimori.me/uploads/poster/animes/25889/preview_alt-82728ff0a5e3989b7f17bd7567d776d4.jpeg,https://desu.shikimori.me/uploads/poster/animes/25889/preview_alt_2x-0784efc3183459d2a289e2d47b8a42d7.jpeg
17209,suzy'szoo:daisuki!witzy-happybirthday,Kids,Special,1,6.17,158,Пешки Тамы,https://desu.shikimori.me/uploads/poster/animes/34782/preview_alt-3097a622183006467f6ed50dee1d1aed.jpeg,https://desu.shikimori.me/uploads/poster/animes/34782/preview_alt_2x-0734c9c60f641cfbb4a8971e01511b17.jpeg
14367,tenshinakonamaikispecials,Shounen,Special,13,6.18,504,Странности+,https://desu.shikimori.me/uploads/poster/animes/21067/preview_alt-6df04927609bbc8b95baaa274634b74d.jpeg,https://desu.shikimori.me/uploads/poster/animes/21067/preview_alt_2x-81e66e1b3e1f8b96cb2c9c7359c25f89.jpeg
3787,thechoujo,"Comedy, Sci-Fi, Super Power",OVA,1,6.17,1525,,,
5515,wakuseirobodanguardace:uchuudaikaisen,"Mecha, Sci-Fi",Movie,1,6.17,220,Лиса против Енота,https://desu.shikimori.me/uploads/poster/animes/3929/main_alt-ce1334c92ecdebbc02dbea7a0551137a.jpeg,https://desu.shikimori.me/uploads/poster/animes/3929/main_alt_2x-0ec485f6876ca7881fa4935e642b154d.jpeg
1349,a.d.police(tv),"Action, Mecha, Sci-Fi, Shounen",TV,12,6.16,5547,Хрустальное небо вчерашнего дня: Пилотный эпизод,https://desu.shikimori.me/uploads/poster/animes/38285/main_alt-98b587e46d283bc67c32880050ae92cb.jpeg,https://desu.shikimori.me/uploads/poster/animes/38285/main_alt_2x-8916ec0b684d1ce099dc95ab14b0746f.jpeg
32171,angevierge,"Adventure, Fantasy, Magic, School",TV,12,6.16,21934,Девы-ангелы,https://desu.shikimori.me/uploads/poster/animes/32171/preview_alt-0c8e320406c11eb9b24d624c792b1657.jpeg,https://desu.shikimori.me/uploads/poster/animes/32171/preview_alt_2x-dea024e36b69e2f80d4631cf980a4f2e.jpeg
32353,bonobono(2016),Comedy,TV,Unknown,6.16,760,,,
7164,catmanspecials,"Comedy, Fantasy, Slice of Life",Special,4,6.16,346,Кэтмен: Спецвыпуски,https://desu.shikimori.me/uploads/poster/animes/7164/preview_alt-0e5923d1d8601677afaea2e7a27b7af4.jpeg,https://desu.shikimori.me/uploads/poster/animes/7164/preview_alt_2x-c165d9ae0a402c4deec3903a88223d4b.jpeg
1106,eikyuukazoku,"Comedy, Psychological",Movie,1,6.16,5305,Вечная семейка,https://desu.shikimori.me/uploads/poster/animes/1106/preview_alt-426f48f42af73acb9e5b6cd1023066b3.jpeg,https://desu.shikimori.me/uploads/poster/animes/1106/preview_alt_2x-6e14122d6da4770fce28eef44939bfbe.jpeg
